Ax,Ay,Az,Gx,Gy,Gz,Roll,Pitch,Yaw,Timestamp
604,-16280,4952,-5709,-1361,-494,-80000,-4000,48000,203606
572,-16380,4864,-5628,-1233,-469,-80000,-4000,48000,203608
676,-16404,4820,-5558,-1160,-430,-80000,-4000,48000,203611
812,-16420,4792,-5105,-801,-216,-80000,-4000,48000,203623
924,-16344,4708,-4996,-662,-146,-80000,-4000,48000,203625
912,-16460,4648,-4872,-466,-79,-80000,-4000,48000,203628
1044,-16404,5252,-4115,1584,372,-81000,-4000,48000,203640
920,-16612,5284,-3965,2118,403,-81000,-4000,48000,203642
972,-16428,5304,-3849,2518,450,-81000,-4000,48000,203644
404,-16648,5808,-3335,4570,506,-81000,-4000,48000,203657
120,-16724,6172,-3281,4804,527,-81000,-4000,48000,203659
-20,-16776,6172,-3225,4949,520,-81000,-4000,48000,203662
-908,-17016,6212,-2930,4514,673,-81000,-4000,47000,203674
-1032,-17208,6296,-2919,4280,712,-81000,-4000,47000,203676
-1148,-17244,6292,-2887,4104,766,-81000,-4000,47000,203679
-1240,-17508,6228,-2531,3210,840,-81000,-3000,47000,203691
-1272,-17460,6260,-2460,3044,885,-81000,-3000,47000,203693
-1208,-17504,6196,-2374,2860,888,-81000,-3000,47000,203696
-720,-17380,6056,-1874,1716,942,-82000,-3000,47000,203708
-560,-17344,6224,-1788,1530,924,-82000,-3000,47000,203710
-480,-17400,6268,-1727,1370,912,-82000,-3000,46000,203713
-40,-17140,6404,-1198,1182,822,-82000,-3000,46000,203725
72,-17096,6552,-1149,1238,791,-82000,-3000,46000,203728
144,-17080,6484,-1106,1295,773,-82000,-3000,46000,203730
48,-17012,6188,-1003,1821,838,-82000,-3000,46000,203742
76,-17080,5988,-991,1904,862,-82000,-3000,46000,203745
72,-17112,5980,-990,1968,927,-82000,-3000,46000,203747
280,-17148,6016,-725,1949,1087,-82000,-3000,46000,203759
236,-17100,6000,-625,1906,1127,-82000,-3000,46000,203762
344,-17096,6312,-491,1852,1149,-82000,-3000,46000,203764
776,-16044,7008,341,1697,1434,-81000,-3000,46000,203776
936,-16088,6888,550,1767,1418,-81000,-3000,46000,203779
800,-16068,6992,726,1846,1368,-81000,-2000,46000,203781
1192,-17076,7652,1800,2158,876,-81000,-2000,45000,203793
1124,-17152,7860,2045,2090,677,-81000,-2000,45000,203795
1316,-17232,7844,2282,2043,531,-81000,-2000,45000,203798
1932,-18420,9176,3841,1941,-534,-81000,-2000,45000,203810
2080,-18640,9176,4104,2023,-740,-80000,-2000,45000,203812
2160,-18596,9384,4397,2061,-953,-80000,-2000,45000,203815
3036,-19068,10360,6193,2643,-2219,-80000,-3000,45000,203827
3268,-18944,10340,6549,2718,-2440,-80000,-3000,45000,203829
3496,-18880,10136,6892,2808,-2685,-79000,-3000,45000,203832
4288,-18448,9920,8700,4055,-3630,-78000,-3000,44000,203844
4412,-18464,9928,8950,4480,-3724,-78000,-3000,44000,203847
4384,-18396,9732,9186,4949,-3787,-78000,-3000,44000,203849
4016,-17944,9724,9915,8475,-3544,-77000,-3000,43000,203861
3844,-17840,9740,9987,9179,-3436,-77000,-3000,43000,203864
3660,-17772,9776,10059,9767,-3311,-77000,-3000,43000,203866
2316,-17936,10824,10967,11810,-2477,-75000,-3000,42000,203878
1992,-18016,11136,11199,11715,-2281,-75000,-3000,41000,203881
1572,-17940,10600,11049,11510,-1976,-75000,-3000,41000,203883
1164,-18276,13280,10330,11070,-376,-74000,-3000,40000,203895
1284,-18504,14032,10828,11306,-232,-73000,-3000,40000,203898
1392,-18864,14984,11427,11457,-178,-73000,-3000,40000,203900
1048,-19572,15396,13789,10328,-244,-72000,-3000,39000,203912
832,-19596,15096,13888,10056,-120,-71000,-3000,39000,203915
784,-20108,15728,14716,10979,1030,-70000,-2000,38000,203927
972,-20120,15628,14913,11301,1295,-70000,-2000,38000,203929
996,-20020,15464,15121,11553,1532,-69000,-2000,37000,203932
1868,-19752,14844,16055,11614,2394,-68000,-1000,36000,203944
1880,-19564,14760,16205,11468,2502,-67000,-1000,36000,203947
1960,-19504,14756,16291,11354,2634,-67000,-1000,36000,203949
2328,-18852,14380,17186,11214,3207,-65000,-1000,35000,203961
2176,-18780,14364,17222,11268,3317,-65000,0,35000,203964
2076,-18816,14724,17277,11390,3399,-65000,0,35000,203966
616,-19524,16432,18117,12380,3977,-63000,0,34000,203978
332,-19588,16732,18362,12480,4123,-62000,0,34000,203981
-44,-19772,17036,18625,12486,4198,-62000,0,34000,203983
-1464,-20768,17812,20138,11738,4702,-60000,1000,33000,203995
-1512,-20956,17932,20428,11582,4754,-60000,1000,33000,203998
-1724,-21024,17828,20692,11492,4850,-59000,1000,33000,204000
-1748,-21048,16792,21816,11333,5193,-57000,2000,32000,204012
-1800,-20964,16644,22031,11372,5249,-57000,2000,32000,204015
-1760,-20956,16728,22238,11476,5350,-56000,3000,32000,204017
-1428,-20400,16744,23230,12087,5990,-54000,4000,31000,204029
-1364,-20424,16760,23378,12188,6101,-54000,4000,31000,204032
-1392,-20564,17416,24232,12512,6567,-52000,5000,30000,204044
-1480,-20592,17804,24395,12469,6609,-51000,5000,30000,204047
-1600,-20572,17876,24532,12357,6706,-51000,6000,30000,204049
-2256,-20340,16840,25065,9644,7100,-48000,7000,30000,204061
-2080,-20136,16600,25150,9005,7126,-48000,7000,30000,204064
-2188,-19888,16376,25212,8465,7132,-47000,7000,30000,204066
-2176,-18892,15308,25204,6974,6814,-45000,8000,30000,204078
-2156,-18744,15068,25169,6986,6709,-45000,8000,30000,204081
-2400,-18556,14980,25182,7018,6584,-44000,8000,30000,204083
-2948,-17880,14088,25107,6835,5940,-42000,9000,30000,204095
-3180,-17768,13980,25127,6723,5880,-41000,9000,30000,204098
-3376,-17572,14040,25131,6611,5782,-41000,9000,30000,204100
-6432,-15152,15320,24747,6807,5064,-39000,10000,30000,204112
-6660,-15052,14896,24610,7200,4957,-38000,10000,30000,204114
-3228,-16148,17188,24256,2855,4737,-36000,11000,30000,204127
-3324,-15656,17032,24304,1721,4492,-36000,11000,30000,204129
-3596,-15308,17056,24337,626,4262,-35000,11000,30000,204132
-5092,-14392,15056,24092,-2171,3774,-33000,11000,30000,204144
-4924,-14284,14708,23961,-2187,3649,-32000,11000,31000,204146
-4352,-14160,14260,23885,-2115,3507,-32000,11000,31000,204149
-2176,-14160,13384,23671,-628,2156,-30000,11000,31000,204161
-1752,-14080,13548,23595,-131,1839,-29000,11000,31000,204164
-1184,-14072,13316,23495,400,1454,-29000,11000,31000,204166
-1328,-13612,13992,22386,2465,-368,-27000,11000,31000,204178
-1812,-13480,14112,22146,2610,-624,-27000,11000,31000,204181
-6396,-12984,16476,21094,2858,-1432,-25000,12000,30000,204193
-7212,-12708,16564,20962,2707,-1507,-24000,12000,30000,204195
-8024,-12748,16920,20858,2462,-1572,-24000,12000,30000,204198
-11820,-12916,18032,20861,-537,-1314,-22000,12000,30000,204210
-11980,-13008,18352,20938,-1047,-1163,-22000,12000,30000,204212
-11980,-13188,18244,21055,-1486,-972,-21000,12000,30000,204215
-9772,-13592,18864,21817,-2455,294,-19000,11000,30000,204227
-9216,-13544,19032,21995,-2209,488,-19000,11000,30000,204229
-7552,-13580,18292,22652,-97,1535,-17000,12000,30000,204242
-7924,-13404,18264,22725,411,1757,-16000,12000,30000,204244
-7972,-13512,18204,22813,1007,1996,-16000,12000,30000,204247
-10032,-12792,18084,23090,5301,3316,-14000,12000,31000,204259
-10352,-12868,17928,23165,6070,3501,-14000,12000,31000,204261
-10596,-12744,18028,23264,6798,3745,-13000,13000,31000,204264
-11196,-12416,17676,23748,10195,4699,-11000,14000,31000,204276
-10936,-12304,17668,23779,10683,4847,-11000,14000,31000,204278
-10844,-12264,17540,23801,11243,5026,-10000,14000,31000,204281
-9560,-10988,16960,23282,14122,5684,-8000,16000,31000,204293
-9428,-10896,17048,23141,14704,5769,-8000,16000,31000,204295
-10020,-9604,17704,22173,18245,6499,-5000,18000,32000,204308
-10340,-9468,17632,21978,18560,6776,-5000,18000,32000,204310
-10788,-9268,17888,21884,18638,7133,-5000,18000,32000,204312
-13412,-9216,18740,22020,15853,10155,-2000,20000,33000,204325
-13568,-9108,18760,22102,14887,10712,-2000,20000,33000,204327
-13532,-9184,18828,22166,13861,11233,-2000,21000,33000,204329
-11728,-8584,18352,22811,10092,13357,0,22000,34000,204342
-11428,-8504,18132,22903,9701,13573,0,22000,35000,204344
-10860,-8288,18032,23000,9317,13778,1000,22000,35000,204346
-9152,-7636,17216,23169,8814,14071,4000,23000,36000,204359
-9024,-7472,16820,23156,9068,14017,4000,23000,37000,204361
-9056,-7432,16756,23132,9302,13917,5000,23000,37000,204363
-9084,-6892,15628,22846,10289,13332,7000,24000,38000,204376
-8996,-6924,15832,22789,10432,13248,8000,24000,39000,204378
-8340,-6080,15960,22366,10711,12796,10000,25000,40000,204390
-8248,-5948,16216,22269,10456,12726,11000,25000,40000,204393
-8200,-5732,16324,22166,10142,12681,11000,25000,41000,204395
-8352,-4988,16496,21821,8410,12719,14000,26000,42000,204407
-8400,-4828,16344,21743,8082,12756,14000,26000,42000,204410
-8340,-4704,16408,21745,7868,12828,15000,26000,42000,204412
-8624,-4036,15456,21854,7437,13157,17000,26000,44000,204424
-8504,-4000,15236,21923,7486,13210,18000,26000,44000,204426
-8308,-3984,14972,22012,7578,13318,18000,26000,45000,204429
-7592,-4008,13976,22496,9113,13625,21000,27000,46000,204441
-7336,-4036,13788,22560,9590,13630,21000,27000,46000,204443
-7084,-4056,13316,22591,10058,13650,22000,27000,47000,204446
-5652,-4048,11956,22495,12940,13415,25000,28000,49000,204458
-5424,-4136,11636,22434,13521,13328,25000,28000,49000,204461
-5292,-3400,9712,21294,15966,12925,28000,29000,51000,204473
-5344,-3128,9396,21013,16346,12860,28000,29000,51000,204475
-5292,-2888,9136,20667,16674,12810,29000,29000,51000,204477
-6016,-856,9404,18980,18226,12635,32000,30000,54000,204490
-6348,-464,9628,18674,18469,12635,32000,30000,54000,204492
-6588,-12,9952,18417,18693,12601,33000,30000,54000,204495
-8556,1380,11632,17902,17487,12862,35000,31000,57000,204507
-8856,1544,11776,18027,16894,12984,36000,31000,57000,204509
-8984,1620,11932,18165,16229,13132,36000,31000,57000,204512
-8908,1084,10516,18939,11851,13742,39000,31000,59000,204524
-9216,1380,10356,19098,11075,13963,40000,31000,60000,204527
-8764,1520,9612,19239,10513,14202,40000,31000,60000,204529
-5772,1228,7168,18859,8608,14391,43000,31000,62000,204542
-5288,1464,6800,18653,8539,14299,43000,31000,62000,204544
-4768,1668,6628,18362,8694,14169,44000,31000,63000,204546
-3064,2176,5392,16949,10046,12783,46000,31000,64000,204559
-3132,2332,5112,16677,10166,12604,47000,31000,65000,204561
-3232,2604,5140,16374,10286,12484,47000,31000,65000,204563
-3808,3820,4320,14854,10768,11957,49000,30000,67000,204576
-4084,4040,4188,14564,10880,11898,50000,30000,67000,204578
-4524,4236,4384,14363,11036,11868,50000,30000,67000,204580
-5692,4780,4712,13442,12250,12029,52000,30000,69000,204593
-5940,4820,4784,13255,12097,12096,53000,30000,70000,204595
-6028,4704,4900,13124,11774,12186,53000,30000,70000,204598
-5964,4476,4912,12540,7969,12238,55000,30000,71000,204610
-5792,4556,4788,12426,6965,12159,56000,30000,72000,204613
-5792,4712,4804,12274,5947,12039,56000,29000,72000,204615
-5016,6200,4700,11499,1740,11142,57000,29000,73000,204627
-5052,6700,4796,11417,1339,10949,58000,29000,73000,204629
-4944,7056,4896,11326,1048,10773,58000,28000,73000,204632
-4720,7656,4580,11443,943,9723,59000,28000,74000,204644
-4676,7516,4436,11543,1005,9518,59000,28000,74000,204646
-4752,7528,4300,11617,1026,9325,60000,27000,74000,204649
-4588,6420,4208,12010,162,8777,61000,27000,74000,204661
-4576,6212,4028,12073,-94,8807,61000,27000,74000,204663
-4272,6300,3864,12071,-394,8914,62000,26000,74000,204666
-3060,6292,3080,11625,-2460,10049,63000,25000,75000,204678
-2888,6492,2980,11470,-2682,10196,63000,25000,75000,204680
-2416,6792,2908,11327,-2783,10325,63000,25000,75000,204683
-1436,8652,2384,10230,-821,10118,64000,24000,75000,204695
-1532,9212,2136,10024,-188,10009,65000,24000,75000,204697
-1704,9508,2084,9801,440,9922,65000,24000,75000,204699
-2868,11008,2888,9093,3751,9873,66000,23000,76000,204712
-3048,11180,2960,9053,4269,9970,66000,23000,76000,204714
-3216,11232,3016,9054,4725,10082,67000,23000,76000,204716
-4000,10528,3160,9143,5805,11259,68000,22000,77000,204729
-3880,10368,3152,9144,5719,11463,68000,22000,78000,204731
-3712,10040,3376,9116,5582,11670,68000,22000,78000,204733
-2584,9040,2892,8756,4242,12254,69000,21000,79000,204746
-2464,9036,2748,8615,3894,12293,70000,20000,79000,204748
-1904,9120,2688,8449,3567,12251,70000,20000,79000,204750
-1076,10076,2504,7790,2475,11439,71000,19000,80000,204763
-1020,10224,2552,7692,2446,11213,71000,19000,80000,204765
-1328,10340,2480,7603,2417,10963,71000,19000,80000,204767
-2236,10532,2424,7361,2355,10292,72000,18000,80000,204780
-2436,10428,2508,7371,2272,10290,72000,18000,80000,204782
-2648,10296,2332,7379,2111,10299,72000,18000,81000,204784
-2420,10624,1636,7303,312,10813,73000,17000,81000,204797
-2248,10692,1484,7238,-113,10951,73000,16000,81000,204799
-1840,10872,1164,7205,-525,11042,74000,16000,81000,204801
-188,12044,188,6684,-2309,11200,74000,15000,81000,204814
64,12112,240,6633,-2274,11081,74000,15000,81000,204816
368,12336,204,6577,-2081,10921,75000,15000,81000,204818
944,12536,24,6255,-370,9892,75000,14000,81000,204831
772,12532,-44,6171,-256,9724,76000,13000,81000,204833
700,12460,148,6078,-302,9597,76000,13000,81000,204835
524,12716,460,5536,-1132,9228,76000,12000,82000,204848
532,12804,484,5436,-1350,9144,76000,12000,82000,204850
528,12960,616,5394,-1531,9099,76000,12000,82000,204852
632,13848,676,5037,-2836,8420,77000,11000,82000,204864
740,13864,796,4977,-3017,8284,77000,11000,82000,204867
708,14096,600,4930,-3197,8100,77000,11000,82000,204869
936,14440,1000,4769,-3998,6857,78000,10000,81000,204881
880,14648,892,4786,-4185,6594,78000,10000,81000,204884
868,14728,820,4801,-4499,6315,78000,9000,81000,204886
528,15072,516,4756,-6108,5506,78000,9000,81000,204898
460,15092,456,4738,-6310,5430,78000,9000,81000,204901
564,15220,356,4718,-6463,5343,78000,9000,81000,204903
1000,15296,-292,4325,-6691,4735,79000,8000,80000,204915
1180,15256,-232,4209,-6716,4556,79000,8000,80000,204918
1128,15336,-340,4112,-6738,4363,79000,8000,80000,204920
1020,15216,728,3782,-6110,3209,79000,7000,79000,204932
908,15384,756,3710,-6027,3059,79000,7000,79000,204935
784,15312,892,3667,-6033,2945,79000,7000,79000,204937
-380,15452,1696,3389,-6996,2923,80000,7000,78000,204949
-568,15408,1556,3381,-7229,2917,80000,7000,78000,204952
-592,15508,1784,3343,-7450,2915,80000,6000,78000,204954
-1220,15656,1268,3067,-8193,2914,80000,6000,78000,204966
-1168,15712,1240,3014,-8182,2912,80000,6000,77000,204969
-1176,15536,1184,2986,-8187,2925,80000,6000,77000,204971
-852,15420,932,2535,-7670,2940,80000,5000,77000,204983
-792,15432,952,2463,-7546,2889,80000,5000,76000,204985
-724,15300,884,2411,-7394,2853,80000,5000,76000,204988
-140,15280,712,2099,-6694,2809,81000,5000,76000,205000
72,15308,664,2075,-6699,2822,81000,5000,76000,205002
268,15356,752,2019,-6721,2854,81000,5000,76000,205005
1356,14920,1628,2395,-6521,2680,81000,4000,75000,205017
1468,14804,1504,2471,-6492,2561,81000,4000,75000,205020
1404,14940,1388,2589,-6411,2515,81000,4000,75000,205022
1520,14180,1572,3249,-5146,2194,81000,4000,74000,205034
1532,14024,1392,3335,-4851,2110,81000,4000,74000,205037
1436,13872,1304,3443,-4568,2009,81000,4000,74000,205039
976,13112,1108,3720,-3810,1460,82000,4000,74000,205051
836,13164,1176,3772,-3712,1357,82000,3000,74000,205053
736,13184,1108,3790,-3615,1317,82000,3000,74000,205056
600,14196,332,3868,-2623,1104,82000,3000,73000,205068
652,14492,176,3827,-2363,1066,82000,3000,73000,205070
808,14716,320,3820,-2039,1006,82000,3000,73000,205073
1252,15284,176,3870,772,539,83000,3000,73000,205085
1280,15300,60,3849,1297,447,83000,3000,74000,205087
1200,15272,-52,3806,1827,345,83000,3000,74000,205090
1136,15392,-172,3749,2327,270,83000,3000,74000,205092
800,15332,124,3470,4341,287,83000,3000,74000,205104
844,15424,248,3439,4570,319,83000,3000,74000,205106
812,15392,164,3396,4817,385,83000,3000,74000,205109
680,15328,592,3349,5329,784,84000,3000,75000,205121
624,15360,548,3359,5259,841,84000,3000,75000,205123
568,15280,348,3390,5212,929,84000,3000,75000,205126
472,15240,312,3399,5207,992,84000,3000,75000,205128
364,14944,148,3499,5404,1207,84000,3000,75000,205140
176,14852,-28,3508,5467,1231,85000,3000,76000,205143
272,14804,92,3517,5549,1254,85000,3000,76000,205145
-676,14628,-348,3555,5798,1608,85000,3000,76000,205157
-624,14748,-248,3552,5766,1728,85000,3000,76000,205160
-600,14632,-344,3536,5726,1837,85000,3000,76000,205162
-188,15076,12,3655,4929,2276,86000,2000,77000,205174
-104,15076,-172,3730,4778,2299,86000,2000,77000,205176
-28,15140,-236,3729,4653,2316,86000,2000,77000,205179
540,15488,-660,3905,3820,2085,86000,2000,77000,205191
664,15504,-880,3959,3640,1975,86000,2000,78000,205193
752,15420,-1012,3975,3464,1922,86000,2000,78000,205196
1008,15444,-2116,3742,3370,1431,87000,2000,78000,205208
972,15320,-2120,3657,3500,1346,87000,2000,78000,205210
1008,15504,-2180,3572,3616,1260,87000,2000,78000,205213
692,15636,-2804,2878,3754,854,87000,2000,78000,205225
668,15696,-2676,2804,3692,807,87000,2000,78000,205227
604,15744,-2704,2710,3573,768,87000,2000,79000,205230
320,16188,-2524,2404,2589,614,88000,2000,79000,205242
308,16288,-2620,2395,2344,570,88000,2000,79000,205244
232,16388,-2356,2385,2125,562,88000,2000,79000,205247
604,16712,-2684,2047,972,243,88000,2000,79000,205259
560,16568,-2492,2048,795,157,88000,2000,79000,205261
712,16744,-2476,1949,707,76,88000,2000,79000,205264
664,16756,-2464,1887,595,-44,88000,2000,79000,205266
928,16796,-2184,1737,0,-768,88000,2000,79000,205278
1116,16664,-2216,1724,-84,-925,88000,2000,79000,205280
944,16744,-2240,1697,-148,-1069,88000,2000,79000,205283
232,16312,-2272,1407,-463,-1430,89000,2000,79000,205295
204,16128,-2064,1353,-504,-1429,89000,2000,79000,205297
256,16012,-1964,1307,-515,-1448,89000,2000,79000,205300
104,15712,-2128,1090,-835,-1545,89000,2000,79000,205312
84,15692,-1972,1064,-918,-1551,89000,2000,79000,205314
60,15744,-2028,999,-1003,-1553,89000,2000,79000,205316
392,16160,-2764,628,-1059,-1492,89000,2000,79000,205329
428,16268,-2928,550,-992,-1486,89000,2000,79000,205331
752,16360,-3060,441,-958,-1523,89000,2000,79000,205333
952,16940,-3520,-71,63,-2039,89000,2000,79000,205346
864,16980,-3572,-163,316,-2169,89000,2000,79000,205348
908,17092,-3720,-242,563,-2298,89000,2000,79000,205350
572,17292,-3912,-866,1402,-2773,89000,3000,79000,205363
372,17544,-3824,-965,1499,-2737,89000,3000,79000,205365
304,17640,-3928,-1093,1601,-2700,89000,3000,79000,205367
332,16220,-4940,-1568,1338,-2859,89000,3000,79000,205380
332,15920,-5084,-1731,1110,-2961,89000,3000,79000,205382
264,15716,-5200,-1893,888,-3087,89000,3000,79000,205384
-700,15228,-5444,-2974,447,-3425,89000,3000,79000,205397
-840,15220,-5780,-3173,459,-3386,89000,3000,79000,205399
-876,15232,-5872,-3404,360,-3329,89000,3000,79000,205401
-708,15332,-5328,-4405,-878,-3272,89000,4000,79000,205414
-828,15444,-5108,-4581,-1324,-3309,89000,4000,79000,205416
-720,15348,-5104,-4701,-1735,-3323,88000,4000,79000,205418
-716,14800,-5536,-5353,-4341,-3024,88000,4000,79000,205431
-680,14636,-5756,-5462,-4724,-2936,88000,4000,79000,205433
-496,14596,-5664,-5645,-5030,-2851,88000,4000,78000,205435
220,14272,-7912,-6809,-5902,-2389,87000,4000,78000,205448
476,14220,-7796,-7104,-5879,-2358,87000,4000,78000,205450
588,14176,-7896,-7419,-5742,-2354,87000,4000,78000,205452
1600,13732,-7792,-9246,-3434,-2622,86000,5000,77000,205465
1684,13704,-7500,-9596,-2858,-2695,86000,5000,77000,205467
1780,13468,-7580,-9930,-2296,-2836,86000,5000,77000,205469
1740,13008,-6600,-11562,-90,-3520,85000,5000,77000,205482
1652,12896,-6480,-11813,126,-3624,85000,5000,77000,205484
1684,12852,-6408,-12056,322,-3720,85000,5000,77000,205486
1136,12404,-4928,-13403,841,-4000,84000,5000,77000,205499
996,12392,-4340,-13614,874,-3984,84000,5000,77000,205501
992,12304,-3892,-13792,808,-3993,83000,6000,77000,205503
760,11648,-2212,-14711,-2102,-3927,82000,6000,77000,205515
632,11412,-1520,-14746,-2889,-3854,82000,6000,77000,205518
588,11280,-1188,-14680,-3805,-3763,82000,6000,77000,205520
-260,10528,-748,-14098,-10249,-3020,80000,6000,76000,205533
-520,10648,-604,-14009,-11607,-2779,80000,6000,76000,205535
-772,10560,-380,-13946,-12957,-2495,80000,6000,76000,205537
-888,10896,64,-13231,-18149,-840,78000,6000,74000,205549
-668,11072,8,-13106,-18778,-548,78000,6000,74000,205552
-620,11196,-52,-12995,-19333,-270,78000,6000,73000,205554
1064,11932,-864,-12771,-20549,713,76000,5000,71000,205566
1516,11900,-1056,-12750,-20351,793,76000,5000,71000,205569
1840,11856,-1168,-12773,-19997,783,76000,5000,71000,205571
4176,11284,-1456,-13466,-16670,154,75000,4000,69000,205583
4704,11032,-1260,-13681,-15838,-41,74000,4000,69000,205586
4996,10924,-864,-13884,-14994,-254,74000,4000,69000,205588
5492,10248,-204,-15459,-12279,-1358,73000,4000,67000,205601
5296,10276,-204,-15701,-12110,-1509,72000,4000,67000,205603
5168,10108,-592,-15946,-11989,-1664,72000,4000,67000,205605
3580,10516,-920,-17420,-10706,-1907,71000,3000,66000,205617
3252,10640,-832,-17673,-10120,-1827,70000,3000,66000,205619
2816,10460,-844,-17899,-9583,-1742,70000,3000,66000,205622
980,9816,-236,-18849,-7302,-721,68000,3000,65000,205634
636,9588,-192,-18992,-7243,-467,68000,3000,65000,205636
412,9464,-92,-19090,-7282,-174,68000,3000,65000,205638
-556,8800,-76,-19690,-8613,1669,66000,2000,64000,205651
-540,8572,124,-19799,-8787,1984,66000,2000,64000,205653
-452,8360,444,-19927,-9029,2269,65000,2000,64000,205655
992,6776,3548,-20605,-9494,3120,63000,2000,63000,205668
1176,6532,4204,-20663,-9562,3121,63000,1000,63000,205670
1284,6320,4456,-20649,-9717,3047,63000,1000,63000,205672
1412,5632,6828,-20763,-11498,2319,60000,1000,62000,205685
1296,5592,7312,-20725,-11922,2154,60000,0,62000,205687
1032,5488,7532,-20628,-12266,2043,60000,0,62000,205689
-212,5420,5896,-20410,-14023,1954,58000,0,61000,205701
-508,5448,4840,-20489,-14106,2081,57000,0,60000,205704
-428,5368,3928,-20584,-14688,2269,57000,0,60000,205706
896,5236,1488,-21407,-15614,3693,55000,-1000,59000,205718
1472,5160,996,-21550,-15270,3955,55000,-1000,59000,205721
1900,4988,744,-21755,-14749,4203,54000,-2000,59000,205723
4044,4060,640,-23336,-9255,4936,52000,-3000,58000,205735
4596,3676,1092,-23682,-8000,4943,52000,-3000,58000,205738
4696,3468,1532,-24002,-6852,4928,51000,-3000,58000,205740
4864,2096,6676,-25355,-1213,4273,49000,-4000,59000,205752
4424,1844,7948,-25459,-758,4038,48000,-4000,59000,205755
4112,1688,8460,-25518,-573,3798,48000,-4000,59000,205757
1432,696,9836,-25282,-3245,2902,45000,-4000,59000,205769
848,616,9784,-25181,-3891,2866,45000,-4000,59000,205772
336,372,9740,-25082,-4440,2835,44000,-4000,59000,205774
-1212,-408,7920,-24971,-5632,3384,42000,-5000,58000,205786
-1300,-672,8024,-25047,-5494,3589,41000,-5000,58000,205788
-1196,-840,7912,-25143,-5253,3838,41000,-5000,58000,205791
-432,-1744,9632,-25449,-3878,5143,38000,-6000,59000,205803
-200,-1716,10120,-25439,-3660,5332,38000,-6000,59000,205805
